id,scode,sname,hospital_id,hospital_name
379,22,Chhatisgarh,1813,Chc Bhatgaon
380,26,Dadra & Nagar Haveli,91260001,"Shri Vinoba Bhave Civil Hospital, Silvassa, Dadra & Nagar Haveli"
381,7,Delhi,99901690,Mcd Dispensary Samaypur Badli
382,7,Delhi,99901375,Guru Teg Bahadur Hospital
383,7,Delhi,37231,Hindu Rao Hospital
384,7,Delhi,99901372,Indira Gandhi Hospital
385,7,Delhi,487,Institute of Human Behaviour and Allied Sciences (IHBAS)
386,7,Delhi,10063,DELHI STATE CANCER INSTITUTES  (WEST)
387,7,Delhi,10062,MAULANA AZAD INSTITUTE OF DENTAL SCIENCES
388,7,Delhi,99901629,Mcw Shakti Nagar
389,7,Delhi,99901604,Mcw Rani Bagh
390,7,Delhi,99901610,Chest Clinic Gulabi Bagh
391,7,Delhi,99901316,Chacha Nehru Bal Chikitsalaya
392,7,Delhi,37295,Rajan Babu Institute Of Pulmonary Medicine And Tubercolusis
393,7,Delhi,99901322,Ambedkar Nagar Hospital Dakshinpuri
394,7,Delhi,99901321,Deen Dayal Upadhyay Hospital
395,7,Delhi,10017,"NDMC Golf Link Dispensary, New Delhi"
396,7,Delhi,99901633,Mcw Peeragarhi
397,7,Delhi,99902495,Puhc Cum Maternity Home And Polyclinic Tughlakabad
398,7,Delhi,99901706,Polyclinic And Maternity Home Munirka
399,7,Delhi,91070235,SAFDARJUNG HOSPITAL SSB BLOCK 
400,7,Delhi,37232,Kasturba Hospital
401,7,Delhi,99901307,Lal Bahadur Shastri Hospital
402,7,Delhi,99901624,Mcw Satyawati Park Behind Laxmi Bai College
403,7,Delhi,99901655,Mcw Naraina
404,7,Delhi,99901314,"Lok Nayak Hospital , GNCTD"
405,7,Delhi,99902456,Mcd Polyclinic Nangloi
406,7,Delhi,99901715,Azadpur Dispensary
407,7,Delhi,99901317,Bhagwan Mahavir Hospital Pitampura
408,7,Delhi,99900465,Swami Dayanand Hospital
409,7,Delhi,99902455,Mcw Baprolla
410,7,Delhi,99901696,Pitampura  Allopathic Dispensary
411,7,Delhi,99901504,Onkar Nagar Polyclinic
412,7,Delhi,91070526,"Cantonment General Hospital,  Delhi Cantt"
413,7,Delhi,91070546,"Mini Dispensary, Naraina"
414,7,Delhi,91070545,"DCB Dispensary, Jharera"
415,7,Delhi,99901374,Maharishi Valmiki Hospital
416,7,Delhi,37331,Mata Gujri Hospital Tilak Nagar
417,7,Delhi,99901699,Nimri Colony Polyclinic
418,7,Delhi,99901327,Nehru Homeopathic Medical College And Hospital
419,7,Delhi,99901373,Pt Madan Mohan Malviya Hospital
420,7,Delhi,10058,Rajiv Gandhi Super Speciality Hospital Tahirpur Delhi
421,7,Delhi,99901329,Rao Tula Ram Memorial Hospital
422,7,Delhi,99901714,Maternity Home Haiderpur
423,7,Delhi,99901675,Mcw Hari Nagar
424,7,Delhi,10055,LHMC   SMT.SUCHETA KRIPLANI HOSPITAL NEW DELHI
425,7,Delhi,10059,DELHI STATE CANCER INSTITUTES
426,7,Delhi,99901662,Mcw Fateh Nagar
427,7,Delhi,91070548,Base Hospital Delhi
428,7,Delhi,10024,"Kalawati Saran Childrens Hospital, New Delhi"
429,7,Delhi,4,"AIIMS, New Delhi"
430,7,Delhi,91070747,All India Institute of Ayurveda AIIA  New Delhi
431,7,Delhi,99901620,Mcw A Block Jahangirpuri
432,7,Delhi,99901478,Sanjay Gandhi Memorial Hospital
433,7,Delhi,99900063,Veer Savarkar Aarogya Sansthan
434,7,Delhi,10007,"NDMC Palika Maternity Hospital, Lodhi Colony, New Delhi"
435,7,Delhi,10011,VMMC and  SAFDARJUNG HOSPITAL
436,7,Delhi,10014,"NDMC Babar Road Medical Center and Dispensary, New Delhi"
437,7,Delhi,99901754,Uphc Fatehpurberi
438,7,Delhi,10056,VALLABHBHAI PATEL CHEST INSTITUTE
439,7,Delhi,10022,"NDMC Rohini Dispensary, New Delhi"
440,7,Delhi,91070542,Institute of Human Behaviour and Allied Sciences
441,7,Delhi,37188,Chaudhry Brahm Prakash Ayurved Charak Sansthan
442,7,Delhi,99901324,Deep Chand Bandhu Hospital
443,7,Delhi,37294,Doctor Shyama Prasad Mukherjee Chest Hospital
444,7,Delhi,99901518,Maternity Home Sriniwaspuri
445,7,Delhi,99901320,Dr. Baba Saheb Ambedkar Hospital
446,7,Delhi,99901377,SATYAWADI RAJA HARISHCHANDRA HOSPITAL
447,7,Delhi,99901720,Uphc Mansaram Park
448,7,Delhi,37296,Balak Ram Hospital
449,7,Delhi,99901661,Mcw Tilak Nagar
450,7,Delhi,99901379,Ayurvedic And Unani Tibbia College And Hospital
451,7,Delhi,99901499,Uphc Madanpur Khadar
452,7,Delhi,99901310,ATTAR SAIN JAIN EYE & GENERAL HOSPITAL
453,7,Delhi,99901308,Acharyashree Bhikshu Govt Hospital
454,7,Delhi,99901664,Mcw Ranjeet Nagar
455,7,Delhi,99901328,Burari Hospital
456,7,Delhi,99901708,Uphc Daryaganj
457,7,Delhi,99901726,Uphc Amar Colony
458,7,Delhi,99901713,Uhc Karol Bagh
459,7,Delhi,99901612,Uhc Dhaka Dispensary
460,7,Delhi,99902531,Puhc Uttam Nagar
461,7,Delhi,99901743,Puhc Sadar Bazar
462,7,Delhi,99901739,Puhc Bawana
463,7,Delhi,99901718,Polyclinic Masjid More
464,7,Delhi,99901684,Polyclinic Ghummanhera
465,7,Delhi,99901498,Aam Uphc Defence Colony
466,7,Delhi,99901330,Dh Jpc Hospital
467,7,Delhi,99902500,Mobile Dispensary 19
468,7,Delhi,99901326,Dr B R Sur Homoeopathic Medical College Hospital And Research Centre
469,7,Delhi,99901634,Mcw Kirti Nagar
470,7,Delhi,10020,"NDMC Polyclinic, Shaheed Bahgat Singh marg, New Delhi"
471,7,Delhi,10018,"NDMC Harish Chandra Mathur Lane Dispensary, New Delhi"
472,7,Delhi,99903008,Mobile Dispensary 12
473,7,Delhi,99903007,Mobile Dispensary 10
474,7,Delhi,99901707,Maternity Home Jwalapuri
475,7,Delhi,99901646,Mcw Paharganj
476,7,Delhi,99901631,Mcw Center Wazirpur
477,7,Delhi,99901719,Indira Gandhi Polyclinic shakurpur
478,7,Delhi,99902989,Md-2 Narela
479,7,Delhi,99901668,Mcw Shastri Nagar
480,7,Delhi,99902436,Mcw Sarai Mohalla
481,7,Delhi,10005,"NDMC Charak Palika Hospital, Moti Bagh, New Delhi"
482,7,Delhi,91070067,"NDMC  Ayush Polyclinic, Mandir Marg, New Delhi"
483,7,Delhi,91070018,"National Institute of Tuberculosis and Respiratory Diseases, New Delhi"
484,7,Delhi,10012,"NDMC Lodhi Road Dispensary, New Delhi"
485,7,Delhi,99901642,Mcw Janak Puri
486,7,Delhi,99901510,Mcw Grdn Laxmi Nagar
487,7,Delhi,3,Dr. Ram Manohar Lohia Hospital
488,7,Delhi,99901614,Mcw Giri Nagar
489,7,Delhi,99901644,Mcw Devli And Uphc Tigri
490,7,Delhi,99901618,Mcw Centre Burari
491,7,Delhi,99901511,Allopathic Dispensary Patparganj
492,7,Delhi,99902516,Allopathic Dispensary Rajapuri (mcd)
493,7,Delhi,99902507,Allopathic Dispensary Sagarpur West
494,7,Delhi,99902428,Polyclinic Chota Bazar Shahdara
495,7,Delhi,99901689,Dr Sahib Singh Verma Polyclinic Burari
496,7,Delhi,99902433,Goenka Road Dispensary
497,7,Delhi,99901701,Gtb Polyclinic Hudson Lane
498,7,Delhi,99902511,Puhc Rajinder Nagar
499,7,Delhi,99902991,Mcw Bijwasan
500,7,Delhi,99901514,Allopathic Dispensary Patparganj Industrial Area
501,7,Delhi,99901627,Mcw B Block Jahangirpuri
502,7,Delhi,99901669,Mcw Bagh Kare Khan
503,7,Delhi,99901623,Mcw Badli
504,7,Delhi,99901691,Maternity Home Shahbad Daulatpur
505,7,Delhi,99900458,Ayush Wellness Centre Dharam Marg New Delhi
506,7,Delhi,99902426,Pooth Kala Allopathic Dispensary
507,7,Delhi,99901491,Mcd-dr Apj Abdul Kalam Unani And Allopathic Dispensary
508,7,Delhi,99901323,Dr Hedgewar Arogya Sansthan
509,7,Delhi,99901309,Dr N C Joshi Memorial Hospital
510,7,Delhi,836,FHQ BSF
511,7,Delhi,99901755,Allopathic Dispensary Ghitorni
512,7,Delhi,10006,"NDMC Palika Health Complex, Chanakya Puri, New Delhi"
513,7,Delhi,966,Composite Hospital CRPF New Delhi
514,7,Delhi,99901513,Puhc Krishna Nagar
515,7,Delhi,99901609,Tb Chest Clinic Jhandewalan
516,7,Delhi,99902429,Chest And Tb Clinic Shahdara
517,7,Delhi,99901678,Mcw Narela Ii
518,7,Delhi,99901676,Mcw Nangloi
519,7,Delhi,10013,"NDMC Sarojini Nagar Dispensary, New Delhi"
520,7,Delhi,99901710,Mcd Allopathic Dispensary Humayunpur
521,7,Delhi,10021,"NDMC Netaji Nagar Dispensary, New Delhi"
522,7,Delhi,99901325,Shri Dada Dev Matri Avum Shishu Chikitsalya Hospital
523,7,Delhi,99901616,Mcw Mangolpuri A Block
524,7,Delhi,99901497,Mcw Kondli
525,7,Delhi,10057,G B PANT INSTITUTE
526,7,Delhi,99901318,Guru Gobind Singh Govt Hospital
527,7,Delhi,10023,"NDMC Bapu Dham Dispensary, New Delhi"
528,7,Delhi,99901319,Sardar Vallabh Bhai Patel Hospital
529,7,Delhi,99900471,BABU JAGJIVAN RAM MEMORIAL HOSPITAL
530,7,Delhi,99901679,Mcw Centre Motibagh
531,7,Delhi,99902445,Mcw Rk Puram
532,7,Delhi,99901632,Mcwazadpur2
533,7,Delhi,99901315,Guru Nanak Eye Centre
534,24,Gujarat,1134,M And J Westrn Regional Institute Of Ophthalamology
535,24,Gujarat,91240038,Cantonment Health Centre Ahmedabad
536,24,Gujarat,885,General Hospital Lunawada
537,24,Gujarat,971,K K Mehta Government Hospital
538,24,Gujarat,889,Government Hospital Veraval
539,24,Gujarat,970,Sub District Hospital
540,24,Gujarat,876,Sub Disctrict Hospital Singarva
541,24,Gujarat,906,Sub District Hospital Lathi
542,24,Gujarat,953,General Hospital Tharad
543,24,Gujarat,911,Sdh Vansda
544,24,Gujarat,893,Civil Hospital Petlad
545,24,Gujarat,882,General Hospital Deesa
546,24,Gujarat,848,G.M.E.R.S. General Hospital Navsari
547,24,Gujarat,844,"Gmers Medical College Attached Hospital Panchmahal, Godhra"
548,24,Gujarat,930,"GENERAL HOSPITAL, VIJAPUR"
549,24,Gujarat,1063,Goverment Hospital Kadi
550,24,Gujarat,887,General Hospital Ahwa
551,24,Gujarat,904,Government Hospital Gondal
552,24,Gujarat,1064,Sub District Hospital Upleta
553,24,Gujarat,914,Sdh Bardoli
554,24,Gujarat,920,Sdh Devgadh Baria
555,24,Gujarat,1066,Sub District Hospital Garudeshwar
556,24,Gujarat,841,Bhavsinhji General Hospital Porbandar
557,24,Gujarat,91240056,"All India Institute Of Medical Sciences , Rajkot"
558,24,Gujarat,895,Sub District Hospital Anjar
559,24,Gujarat,951,State Hospital Dharampur
560,24,Gujarat,843,Sir Takhtasinhji Hospital
561,24,Gujarat,931,Sdh Visnagar
562,24,Gujarat,902,Sdh Jasdan
563,24,Gujarat,839,PDU Medical College & Hospital Rajkot
564,24,Gujarat,900,Government Hospital Wankaner
565,24,Gujarat,898,Government Hospital Dwarka
566,24,Gujarat,837,GMERS Medical College & General Hospital Morbi
567,24,Gujarat,847,Gmers Medical College and General Hospital Himatnagar
568,24,Gujarat,851,"Gmers General Hospital,Vadnagar"
569,24,Gujarat,832,Gmers General Hospital Gandhinagar
570,24,Gujarat,891,General Hospital Jamkhambhaliya
571,24,Gujarat,1219,Composite Hospital Crpf Gandhinagar
572,24,Gujarat,924,Sub District Hospital Bhiloda
573,24,Gujarat,968,SDH DAKOR
574,24,Gujarat,952,Sub District Hospital Chikhli
575,24,Gujarat,897,Government Hospital Gandhidham
576,24,Gujarat,878,J Z M N General Hospital Nadiad
577,24,Gujarat,857,New Civil Hospital and Government medical college Surat
578,24,Gujarat,925,Sub District Hospital Idar
579,24,Gujarat,892,Sdh Viramgam
580,24,Gujarat,840,Guru Gobindsingh Government Hospital
581,24,Gujarat,884,District Hospital Chhotaudepur
582,24,Gujarat,877,General Hospital Anand
583,24,Gujarat,888,General Hospital Botad
584,24,Gujarat,907,General Hospital Mahuva
585,24,Gujarat,933,Sub District Hospital Mansa
586,6,Haryana,91060114,Command Hospital  WC 
587,6,Haryana,91060076,"Mother Teresa Saket Orthopaedic Hospital,Sector 1 Panchkula"
588,6,Haryana,99902835,Hwc Jalalpur Hathin
589,6,Haryana,91060069,Dispensary Cum Polyclinic Cantonment Board Ambala
590,6,Haryana,1123,Chc Mullana
591,6,Haryana,99901158,Sdh Hodal
592,6,Haryana,99902906,Hwc Shc Nahra
593,6,Haryana,99902676,Hwc Rawalwas Kalan
594,6,Haryana,99901161,Community Health Centre Kahanaur
595,6,Haryana,99902841,Hwc Pingore
596,6,Haryana,99902945,Hwc Jaidhar
597,6,Haryana,99902943,Hwc Chholi
598,6,Haryana,99902465,Community Health Center Punhana
599,6,Haryana,99902485,Chc Tauru
600,6,Haryana,14001,COMPOSITE HOSPITAL
601,6,Haryana,99902878,Hwc Sukhchain
602,6,Haryana,99902901,Hwc Shc Bhadana
603,2,Himachal Pradesh,91020056,Cantonment Dispensary Dagshai
604,2,Himachal Pradesh,91020012,"Netaji Subhash Chandra Bose Zonal Hospital, Mandi,Himachal Pradesh"
605,2,Himachal Pradesh,91020009,"Civil Hospital, Sunder Nagar,Himachal Pradesh"
606,2,Himachal Pradesh,91020013,"Regional Hospital, Kullu, Himachal Pradesh"
607,2,Himachal Pradesh,91020007,"Civil Hospital,Palampur,Himachal Pradesh"
608,2,Himachal Pradesh,91020026,CH NURPUR
609,2,Himachal Pradesh,91020006,"Zonal Hospital, Dharamshala,Himachal Pradesh"
610,2,Himachal Pradesh,91020002,"PHC HP Secretariat, Shimla,Himachal Pradesh"
611,2,Himachal Pradesh,91020014,"Civil Hospital, Manali, Himachal Pradesh"
612,2,Himachal Pradesh,91020043,Cantt General Hospital Dalhousie
613,2,Himachal Pradesh,91020051,Cantt. Board Dispensary Jutogh
614,2,Himachal Pradesh,91020017,"Deen Dayal Upadhyaya Zonal Hospital, Shimla, Himachal Pradesh"
615,2,Himachal Pradesh,91020011,"Civil Hospital Joginder Nagar,Himachal Pradesh"
616,2,Himachal Pradesh,91020046,Cantonment General Hospital Bakloh Cantt
617,2,Himachal Pradesh,91020050,Cantonment Board General Hospital Yol Cantt
618,2,Himachal Pradesh,13004,SRI LAL BAHADUR SHASTRI MEDICAL COLLEGE   HOSPITAL
619,2,Himachal Pradesh,91020054,Cantonment General Hospital Kasauli
620,2,Himachal Pradesh,91020053,Cantonment General Hospital Subathu
621,2,Himachal Pradesh,868,All India Institute Of Medical Sciences Bilaspur
622,1,Jammu and Kashmir ,91010231,Raja Sukhdev SIngh District Hospital Poonch
623,1,Jammu and Kashmir ,91010045,Cantt Board Dispensary
624,1,Jammu and Kashmir ,91010374,DISTRICT HOSPITAL PULWAMA
625,1,Jammu and Kashmir ,91010144,Govt Medical College Anantnag and Associated Hospitals
626,1,Jammu and Kashmir ,1198,Composite Hospital Bsf Srinagar
627,1,Jammu and Kashmir ,91010046,G B Pant Cantonment General Hospital Jammu Cantt
628,1,Jammu and Kashmir ,91012546,ASYM District Hospital budgam 
629,1,Jammu and Kashmir ,91010394,Govt Lalla Ded Hospital
630,1,Jammu and Kashmir ,91010057,"GOVERNMENT MEDICAL COLLEGE & ASSOCIATED HOSPITAL, KATHUA"
631,1,Jammu and Kashmir ,91010252,GMC
632,1,Jammu and Kashmir ,91010033,GOVT. HOSPITAL GANDHI NAGAR JAMMU
633,1,Jammu and Kashmir ,91010003,"Govt. District Hospital, Bandipora, Jammu and Kashmir"
634,1,Jammu and Kashmir ,91010047,Govt District Hospital Udhampur
635,1,Jammu and Kashmir ,91010051,NTPHC Zewan Srinagar
636,1,Jammu and Kashmir ,91010002,"G. B. Pant Children Hospital, Srinagar, Jammu and Kashmir"
637,1,Jammu and Kashmir ,91010137,DH SAMBA
638,1,Jammu and Kashmir ,91010064,SDH Hazratbal Srinagar
639,1,Jammu and Kashmir ,91010006,Government S.M.H.S Hospital 
640,1,Jammu and Kashmir ,91010635,DISTRICT HOSPITAL SHOPIAN
641,1,Jammu and Kashmir ,91010409,Govt. Chest Diseases Hospital Srinagar
642,1,Jammu and Kashmir ,91010121,DISTRICT HOSPITAL GANDERBAL
643,1,Jammu and Kashmir ,91010418,GOVERNMENT BONE   JOINT SURGERY HOSPITAL 
644,1,Jammu and Kashmir ,91010150,Associated Hospital Govt Medical College Baramulla
645,1,Jammu and Kashmir ,91010107,GMC HANDWARA 
646,1,Jammu and Kashmir ,91011801,District Hospital Kulgam 
647,1,Jammu and Kashmir ,91010142,District Hospital Ramban
648,1,Jammu and Kashmir ,91010049,UPHC Nishat Srinagar
649,1,Jammu and Kashmir ,91010052,UPHC Batmaloo Srinagar
650,1,Jammu and Kashmir ,91010322,"Associated Hospital, GMC Rajouri"
651,1,Jammu and Kashmir ,91010055,UPHC Lasjan Srinagar
652,1,Jammu and Kashmir ,91010155,SMGS HOPSITAL
653,1,Jammu and Kashmir ,91010054,MMC Noorbagh Srinagar
654,1,Jammu and Kashmir ,91010431,Government Psychiatric Diseases Hospital
655,1,Jammu and Kashmir ,91010525,"Associated Hospital, GMC Rajouri"
656,1,Jammu and Kashmir ,91010111,Government Medical College Hospital Jammu
657,1,Jammu and Kashmir ,91010422,Govt.Super Speciality Hospital jammu
658,20,Jharkhand,15009,Sadar Hospital East Singhbhum
659,20,Jharkhand,91200004,"District Hospital, Ranchi, Jharkhand"
660,20,Jharkhand,15004,District Hospital Chatra
661,20,Jharkhand,15007,District Hospital Ramgarh
662,20,Jharkhand,553,Sadar Hospital Chaibasa
663,20,Jharkhand,91205016,All India Institute of Medical Sciences  AIIMS  Deoghar
664,20,Jharkhand,504,District Hospital
665,20,Jharkhand,376,Hazaribagh Medical College
666,20,Jharkhand,372,"MGM Medical College & Hospital, Jamshedpur"
667,20,Jharkhand,99900593,Community Health Center Meharma
668,20,Jharkhand,15011,SADAR HOSPITAL BOKARO
669,20,Jharkhand,2057,Referral Hospital
670,20,Jharkhand,91205018,Cantt General Hospital Ramgarh
671,20,Jharkhand,15001,Central Institute Of Psychiatry Government of India
672,20,Jharkhand,99900535,Community Health Centre Nimdih
673,20,Jharkhand,15010,Medinirai Medical College Hospital
674,20,Jharkhand,15005,SADAR HOSPITAL RANCHI
675,20,Jharkhand,91200010,CIVIL HOSPITAL GUMLA
676,20,Jharkhand,555,"CH, CRPF Ranchi"
677,20,Jharkhand,15002,Rajendra Institute Of Medical Sciences 
678,20,Jharkhand,15008,SADAR HOSPITAL GIRIDIH
679,20,Jharkhand,91205099,"SADAR HOSPITAL, EAST SINGHBHUM"
680,29,Karnataka,18028,GENERAL HOSPITAL SRINIVASPURA KOLAR KARNATAKA
681,29,Karnataka,18008,"District Hospital, Udupi"
682,29,Karnataka,18093,General Hospital Yelahanka
683,29,Karnataka,1175,Community Helathcare Centre Soluru
684,29,Karnataka,1287,Community Health Center Vittal
685,29,Karnataka,18154,K C General Hospital
686,29,Karnataka,91290021,All India Institute of Speech   Hearing
687,29,Karnataka,18127,TALUKA HOSPITAL MUNDGOD
688,29,Karnataka,18022,CHIGATERI DISTRICT HOSPITAL
689,29,Karnataka,91298226,Command Hospital Air Force Bangalore  CHAFB 
690,29,Karnataka,18029,District hospital Bagalkot
691,29,Karnataka,91298180,Dharwad Institute Of Mental Health And Neurosciences-Dharwad
692,29,Karnataka,18057,Karnataka Institute of Medical Sciences 
693,29,Karnataka,18021,KARWAR INSTITUTE OF MEDICAL SCIENCES
694,29,Karnataka,18013,Sir CV Raman General Hospital
695,29,Karnataka,18020,WENLOCK DISTRICT HOSPITAL DAKSHINA KANNADA KARNATAKA
696,29,Karnataka,91298196,Bowring and Lady Curzon Hospital
697,29,Karnataka,18038,GENERAL HOSPITAL MULBAGAL KOLAR KARNATAKA
698,29,Karnataka,14,"NIMHANS, Bengaluru, Karnataka"
699,29,Karnataka,1216,Ch Blr
700,29,Karnataka,1190,Community Health Center Mangalore
701,29,Karnataka,18145,General Hospital Kushtagi
702,29,Karnataka,18082,Sub Division Hospital Gangavthi
703,29,Karnataka,18091,General Hospital Anekal
704,29,Karnataka,18035,Taluk Hospital Yelandur Chamarajanagara Karnataka
705,29,Karnataka,18040,District Hospital Dharwad
706,29,Karnataka,18075,server 2 final Testing
707,29,Karnataka,18017,DISTRICT HOSPITAL CHIKKABALLAPUR
708,29,Karnataka,18014,District Hospital Chitradurga
709,29,Karnataka,18018,Sub Divisional Hospital Kundapura 
710,29,Karnataka,18045,"General Hospital, Kadur"
711,29,Karnataka,18063,General Hospital Mudhol
712,29,Karnataka,18009,GIMS Gulbarga Institute Of Medical Sciences Hospital Kalaburagi
713,29,Karnataka,18092,General Hospital KR Puram
714,29,Karnataka,1180,Primary Health Centre Shashivala
715,29,Karnataka,18369,Community Health Center Avalahalli
716,29,Karnataka,18056,General Hospital Jamkhandi Bagalkote Karnataka
717,29,Karnataka,1279,Urban Community Health Center Ullal
718,29,Karnataka,1330,Primary Health Centre Bisalavadi
719,29,Karnataka,1309,Primary Health Center Hallikerehundi
720,29,Karnataka,18100,GENERAL HOSPITAL JAYANAGAR
721,29,Karnataka,99900277,Community Health Centre Nuggehally
722,29,Karnataka,1316,Phc Hundipura
723,29,Karnataka,1171,M C H Kanakapura
724,29,Karnataka,549,H Siddaiah Road Referral Hospital
725,29,Karnataka,1281,Chc Moodbidri
726,29,Karnataka,1182,Chc Hosakoti
727,29,Karnataka,1232,Agrahara Dasarahalli General Hospital
728,29,Karnataka,18036,DISTRICT HOSPITAL TUMKUR
729,29,Karnataka,18024,DISTRTICT HOSPITAL RAMANAGARA KARNATAKA
730,29,Karnataka,18012,Taluka Hospital Maddur Mandya Karnataka
731,29,Karnataka,18031,SUB DIVISION HOSPITAL KOLLEGALA
732,29,Karnataka,91290001,"Samvaad Institute of Speech and Hearing, Bengaluru, Karnataka"
733,29,Karnataka,91298188,Belgaum Institute of Medical Science
734,29,Karnataka,18042,Aralaguppe Mallegowda District Hospital
735,29,Karnataka,91298113,GOVERNMENT GENERAL HOSPITAL KARKALA
736,29,Karnataka,18043,Government General Taluka Hospital Shorapur
737,29,Karnataka,99900278,Primary Health Center Boovanahalli
738,29,Karnataka,18312,phc kyathanahalli
739,29,Karnataka,18047,Taluk General Hospital Gundlupete Tq Chamarajanagara District Karnataka
740,29,Karnataka,1131,Princess Krishnajammanni Super Speciality Hospital
741,29,Karnataka,18104,Taluk General Hospital Nelamangala
742,29,Karnataka,18099,District Hopsital Ballari
743,29,Karnataka,91298213,District Hospital Yadgiri
744,29,Karnataka,18152,TALUKA GENERAL HOSPITAL BASAVAKALYAN
745,29,Karnataka,91298214,Government General Taluka Hospital Shahapur
746,29,Karnataka,91298127,TALUKA GENERAL HOSPITAL MUDDEBIHAL
747,29,Karnataka,18101,Taluk General Hospital Devanahalli
748,29,Karnataka,18102,Taluk General Hospital Doddaballapur
749,29,Karnataka,18060,GENERAL HOSPITAL BANGARPET KOLAR KARNATAKA
750,29,Karnataka,18103,Taluk General Hospital Hosakote
751,29,Karnataka,18041,GENERAL HOSPITAL MALUR KOLAR KARNATAKA
752,29,Karnataka,18015,Government Ladygoschen Hospital
753,29,Karnataka,18052,GENERAL HOSPITAL T NARASIPURA
754,29,Karnataka,18105,GENERAL HOSPITAL SOMWARPET KODAGU
755,29,Karnataka,18019,GENERAL HOSPITAL SIRA
756,29,Karnataka,18039,GENERAL HOSPITAL KGF KOLAR KARNATAKA
757,29,Karnataka,18010,Sri Narasimha Raja 
758,29,Karnataka,18078,SABVMC&RI
759,29,Karnataka,91298156,Taluk hospital badami
760,29,Karnataka,18049,District Hospital Haveri Karnataka
761,29,Karnataka,18011,SUB DIVISIONAL HOSPITAL SAGARA
762,29,Karnataka,18030,crawford  General Hospital sakaleshpura
763,29,Karnataka,18055,SRI CHAMARAJENDRA HIMS TEACHING HOSPTAL
764,29,Karnataka,91298219,"Cantonment General Hospital Camp, Belagavi"
765,29,Karnataka,18053,DISTRICT HOSPITAL VIJAYAPURA
766,29,Karnataka,18034,Bidar institute of medical Sciences Teaching Hospital Bidar
767,32,Kerala,91320135,"GOVT AYURVEDA DISPENSARY, EDAVA"
768,32,Kerala,99900492,District Ayurveda Hospital Pathanamthitta
769,32,Kerala,37245,Government Ayurveda Dispensary Edakochi
770,32,Kerala,37265,Government Ayurveda Dispensary Mudakuzha
771,32,Kerala,37282,Government Ayurveda Dispensary Palluruthy
772,32,Kerala,37318,Govt.Ayurveda Dispensary Elamkunnapuzha
773,32,Kerala,99900537,Govt Ayurveda Dispensary Kaduthuruthy
774,32,Kerala,37322,Govt Ayurveda Dispensary Marady
775,32,Kerala,37264,Govt Ayurveda Dispensary Thiruvankulam
776,32,Kerala,37284,Government Ayurveda Hospital Koothattukulam
777,32,Kerala,99900601,GOVT AYURVEDA HOSPITAL KADAMPANAD
778,32,Kerala,37299,SREE VEDA VYASA GOVT AYURVEDA HOSPITAL PUNNAPRA
779,32,Kerala,37277,Government Ayurveda Dispensary Arakkuzha
780,32,Kerala,1086,Government Ayurveda Hospital Nayarambalam
781,32,Kerala,37207,GOVT AYURVEDA DISPENSARY KUDAYATHOOR
782,32,Kerala,37283,Govt Ayurveda Dispensary Parakkadavu
783,32,Kerala,37252,Govt Ayurveda Dispensary Valakom
784,32,Kerala,37314,Govt Ayurveda Dispensary Vallarpadam
785,32,Kerala,37270,Govt Ayurveda Dispensary Pallarimangalam
786,32,Kerala,17015,DISTRICT AYURVEDA HOSPITAL KOTTAYAM
787,32,Kerala,1033,Government Ayurveda Hospital Payyanur
788,32,Kerala,37308,GOVT AYURVEDA DISPENSARY THRITHALA
789,32,Kerala,99900760,ALAPPAD GRAMA PANCHAYATH GOVT AYURVEDA DISPENSARY SRAYIKKAD
790,32,Kerala,960,Avm  Govt  Ayurveda  Hospital  Irinjalakuda
791,32,Kerala,1205,Composite Hospital Pallipuram
792,32,Kerala,17026,DISTRICT AYURVEDA HOSPITAL KALPETTA
793,32,Kerala,37209,Government Ayurveda Dispensary Alakode
794,32,Kerala,37266,Government Ayurveda Dispensary Amballoor
795,32,Kerala,37260,Government Ayurveda Dispensary Ayavana
796,32,Kerala,37281,Government Ayurveda Dispensary Chendamangalam
797,32,Kerala,99900689,Government Ayurveda Dispensary Chettivilakom
798,32,Kerala,99900686,Government Ayurveda Dispensary Erayamkudy
799,32,Kerala,37259,Government Ayurveda Dispensary Kanjoor
800,32,Kerala,37257,Government Ayurveda Dispensary Kattiparambu
801,32,Kerala,99900727,Government Ayurveda Dispensary Keezhvaipur
802,32,Kerala,37240,Government Ayurveda Dispensary Kozhinjampara
803,32,Kerala,99900704,Government Ayurveda Dispensary  Niranam
804,32,Kerala,37275,Government Ayurveda Dispensary Paingottoor
805,32,Kerala,99900713,Government Ayurveda Dispensary Perinjankutty
806,32,Kerala,99900715,Government Ayurveda Dispensary Pooppara
807,32,Kerala,942,Government Ayurveda Dispensary Puliyoor
808,32,Kerala,37320,Government Ayurveda Dispensary Ramamangalam
809,32,Kerala,99900794,Government Ayurveda Dispensary Vailathur
810,32,Kerala,37316,Government Ayurveda Dispensary Vengola
811,32,Kerala,37242,Government Ayurveda Dispensary Vennala
812,32,Kerala,17039,Government Ayurveda Hospital Kasaragod
813,32,Kerala,940,Government Ayurveda Hospital Kayamkulam
814,32,Kerala,1025,Government Ayurveda Hospital Kothala
815,32,Kerala,99900004,Government Ayurveda Hospital Ponnani
816,32,Kerala,37306,Government Ayurveda Hospital Vadakkencherry
